id,url_product,name_product,price,img_product,cpu_name,gpu,ram_info,ram_type,max_ram_upgrade,storage_capacity,display_size,panel_type,resolution,color_gamut,refresh_rate,display_technology,port,webcam,battery_specifications,physical_dimensions,material,release_year
334800,https://www.thegioididong.com/laptop/asus-zenbook-a14-ux3407qa-x1-26-100-qd299ws,Asus Zenbook A14 UX3407QA X1 26 100 (QD299WS),28.290.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334800/asus-zenbook-a14-ux3407qa-x1-26-100-qd299ws-638774630428732695-600x600.jpg,,"Card tích hợp, - Qualcomm Adreno GPU",16 GB,LPDDR5X (Onboard),Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,"14""",OLED,WUXGA (1920 x 1200) - OLED,100% DCI-P3,60Hz,"Thời gian phản hồi 0.2 ms, Màn hình bảo vệ mắt - EYE CARE, Chuẩn DisplayHDR True Black 600, Low Blue Light, LED Backlit, 400 nits, 600 nits (Khi bật HDR), 1.07 tỷ màu","Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, 2 x USB Type-C with USB 4.0 (hỗ trợ DisplayPort, Power Delivery)","Full HD Webcam, Camera IR","3-cell Li-ion, 70 Wh",Dài 310.7 mm - Rộng 213.9 mm - Dày 15.9 mm - 0.98 kg,Nhôm - Magie,2025
341861,https://www.thegioididong.com/laptop/asus-g615jmr-i7-14650hx-s5155w,Asus Gaming ROG Strix G615JMR i7 14650HX (S5155W),44.590.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/341861/asus-g615jmr-i7-14650hx-s5155w-thumb-2-638905336861534690-600x600.jpg,,"Card rời, - NVIDIA GeForce RTX 5060, 8 GB",32 GB,DDR5 (1 khe 16 GB + 1 khe 16 GB),64 GB,"1 TB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB)","16""",IPS,2.5K,100% DCI-P3,240Hz,"Chống chói Anti Glare, 500 nits brightness","3 x USB 3.2 gen 2, LAN (RJ45), 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort), 1 x Thunderbolt 4 (hỗ trợ DisplayPort, Power Delivery và G-SYNC)","Full HD Webcam, Camera IR","4-cell Li-ion, 90 Wh",Dài 354 mm - Rộng 268 mm - Dày 30.8 mm - 2.65 kg,Vỏ nhựa - nắp lưng bằng kim loại,
342749,https://www.thegioididong.com/laptop/asus-vivobook-s14-s3407va-i7-13620h-ly053w,Asus Vivobook S14 S3407VA i7 13620H (LY053W),22.890.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/342749/asus-vivobook-s14-s3407va-i7-13620h-ly053w-thumb-638919138521960274-600x600.jpg,,"Card tích hợp, -, Intel UHD Graphics",16 GB,DDR5 (1 khe 8 GB onboard + 1 khe 8 GB),24 GB,"512 GB SSD M.2 NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280))","14""",IPS,WUXGA (1920 x 1200),45% NTSC,60Hz,"Chống chói Anti Glare, LED Backlit, 300 nits","Jack tai nghe 3.5 mm, 2 x USB-C 3.2 Gen 1 (hỗ trợ Power Delivery/DisplayPort), 2 x USB-A (USB 5Gbps/USB 3.2 Gen 1), HDMI 1.4","Full HD Webcam, Camera IR","4-cell Li-ion, 70 Wh",Dài 315.2 mm - Rộng 223.4 mm - Dày 17.9 mm - 1.4 kg,Vỏ nhôm - Nắp lưng bằng nhựa,2025
334799,https://www.thegioididong.com/laptop/asus-vivobook-16-m1607ka-r7-ai-350-mb091ws,Asus Vivobook 16 M1607KA R7 AI 350 (MB091WS),20.990.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334799/asus-vivobook-16-m1607ka-r7-ai-350-mb091ws-638774631402323373-600x600.jpg,,"Card tích hợp, - AMD Radeon Graphics",16 GB,DDR5 (Onboard),Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,"16""",IPS,WUXGA (1920 x 1200),45% NTSC,60Hz,"Chống chói Anti Glare, LED Backlit, 300 nits","Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, 2 x USB Type-C (Power Delivery and DisplayPort)","Full HD Webcam, Camera IR","3-cell Li-ion, 42 Wh",Dài 357 mm - Rộng 250.6 mm - Dày 19.9 mm - 1.88 kg,Vỏ nhựa,2025
362408,https://www.thegioididong.com/laptop/asus-vivobook-14-m1407ga-r7-ai-445-ly270w,Asus Vivobook 14 M1407GA R7 AI 445 (LY270W),23.890.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/362408/asus-vivobook-14-m1407ga-r7-ai-445-ly270w-thumb-639057857058543237-600x600.jpg,,"Card tích hợp, - AMD Radeon Graphics",16 GB,DDR5 (1 khe 16 GB onboard + 1 khe rời),32 GB,"512 GB SSD M.2 NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280))","14""",IPS,WUXGA (1920 x 1200),45% NTSC,60Hz,"Chống chói Anti Glare, LED Backlit, 300 nits","2 x USB 3.2, Jack tai nghe 3.5 mm, 2 x USB 3.2 Gen 1 Type-C (hỗ trợ DisplayPort, Power Delivery), HDMI 2.1","FHD Webcam, IR camera",3-cell Li-ion - 42 WHrs,Dài 315.2 mm - Rộng 223.4 mm - Dày 19.9 mm - 1.46 kg,Vỏ nhựa,2026
339686,https://www.thegioididong.com/laptop/asus-tuf-gaming-f16-fx607vj-core-5-rl035w,Asus TUF Gaming F16 FX607VJ Core 5 210H (RL035W),22.490.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/339686/asus-tuf-gaming-f16-fx607vj-core-5-rl035w-638895762715696205-600x600.jpg,,"Card rời, - NVIDIA GeForce RTX 3050, 6 GB",16 GB,DDR4 (1 khe 16 GB + 1 khe rời),64 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","16""",IPS,Full HD+,45% NTSC,144Hz,"Chống chói Anti Glare, 300 nits","Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, LAN (RJ45), 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)",HD webcam,"4-cell, 56Wh",Dài 354 mm - Rộng 251 mm - Dày 26.7 mm - 2.2 kg,Vỏ nhựa - nắp lưng bằng kim loại,2025
359250,https://www.thegioididong.com/laptop/asus-vivobook-go-e1404fa-r5-7520u-eb482w,Asus Vivobook Go E1404FA R5 7520U (EB482W),14.090.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/359250/asus-vivobook-go-e1404fa-r5-7520u-eb482w-thumb-638995968779315468-600x600.jpg,,"Card tích hợp, - AMD Radeon Graphics",16 GB,LPDDR5 (Onboard),Không hỗ trợ nâng cấp,512 GB SSD M.2 NVMe PCIe 3.0,"14""",IPS,Full HD (1920 x 1080),45% NTSC,60Hz,"Chống chói Anti Glare, 250 nits","Jack tai nghe 3.5 mm, 1 x USB-A (hỗ trợ USB 3.2 Gen 1), 1 x USB-A (hỗ trợ USB 2.0), 1 x USB 3.2 Gen 1 Type-C, HDMI 1.4",HD webcam,"3-cell Li-ion, 42 Wh",Dài 325.5 mm - Rộng 213.9 mm - Dày 17.9 mm - 1.38 kg,Vỏ nhựa,2025
330579,https://www.thegioididong.com/laptop/asus-ux5406sa-ultra-7-pv140ws,Asus Zenbook S 14 UX5406SA Ultra 7 258V (PV140WS),41.690.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330579/asus-ux5406sa-ultra-7-pv140ws-638765977226776168-600x600.jpg,,"Card tích hợp, - Intel Arc Graphics",32 GB,LPDDR5X (Onboard),Không hỗ trợ nâng cấp,1 TB SSD NVMe PCIe Gen 4,"14""",OLED,2.8K (2880 x 1800) - OLED 16:10,100% DCI-P3,120Hz,"Thời gian phản hồi 0.2 ms, Chuẩn DisplayHDR True Black 500, 400 nits, 500 nits (Khi bật HDR), 1.07 tỷ màu","Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, 2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)","Full HD Webcam, Camera IR","4-cell, 72Wh",Dài 310.3 mm - Rộng 214.7 mm - Dày 12.9 mm - 1.2 kg,Vỏ kim loại - Nhôm,2024
362624,https://www.thegioididong.com/laptop/asus-vivobook-s14-m3407ga-r7-ai-445-sf030w,Asus Vivobook S14 M3407GA R7 AI 445 (SF030W),27.290.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/362624/asus-vivobook-s14-m3407ga-r7-ai-445-sf030w-thumb-639057619114450074-600x600.jpg,,"Card tích hợp, - AMD Radeon Graphics",16 GB,DDR5 (Onboard),Không hỗ trợ nâng cấp,"512 GB SSD M.2 NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""",OLED,WUXGA (1920 x 1200) - OLED,95% DCI-P3,60Hz,300 nits,"Jack tai nghe 3.5 mm, 2 x USB 3.2, 2 x USB 3.2 Gen 1 Type-C (hỗ trợ DisplayPort, Power Delivery), HDMI 2.1","FHD Webcam, IR camera","4-cell Li-ion, 70 Wh",Dài 315.2 mm - Rộng 223.4 mm - Dày 17.9 mm - 1.4 kg,Vỏ kim loại,2026
333099,https://www.thegioididong.com/laptop/asus-vivobook-s-14-s5406sa-ultra-7-pp059ws,Asus Vivobook S 14 S5406SA Ultra 7 258V (PP059WS),33.290.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333099/asus-vivobook-s-14-s5406sa-ultra-7-pp059ws-638765992662987311-600x600.jpg,,"Card tích hợp, - Intel Arc Graphics",32 GB,LPDDR5X (Onboard),Không hỗ trợ nâng cấp,1 TB SSD NVMe PCIe Gen 4,"14""",OLED,2.8K (2880 x 1800) - OLED 16:10,100% DCI-P3,120Hz,"Chuẩn DisplayHDR True Black 600, Low Blue Light, 400 nits, 600 nits (Khi bật HDR), 1.07 tỷ màu","Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, 2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)","Full HD Webcam, Camera IR","4-cell Li-ion, 75 Wh",Dài 310.5 mm - Rộng 221.9 mm - Dày 15.9 mm - 1.3 kg,Vỏ kim loại - Nhôm,2024
339690,https://www.thegioididong.com/laptop/asus-gaming-v16-v3607vm-core-7-rp044w,Asus Gaming V16 V3607VM Core 7 240H (RP044W),34.290.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/339690/asus-gaming-v16-v3607vm-core-7-rp044w-638900134042450638-600x600.jpg,,"Card rời, - NVIDIA GeForce RTX 5060, 8 GB",16 GB,DDR5 (1 khe RAM),32 GB,1 TB SSD NVMe PCIe Gen 4,"16""",,WUXGA (1920 x 1200),45% NTSC,144Hz,"Chống chói Anti Glare, LED Backlit, 300 nits","Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)",Full HD Webcam,"3-cell Li-ion, 63 Wh",Dài 357 mm - Rộng 250.7 mm - Dày 22 mm - 1.95 kg,Vỏ nhựa,2025
362625,https://www.thegioididong.com/laptop/asus-zenbook-14-um3406ga-r7-ai-445-qd075ws,Asus Zenbook 14 UM3406GA R7 AI 445 (QD075WS),29.290.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/362625/asus-zenbook-14-um3406ga-r7-ai-445-qd075ws-thumb-639057626515194446-600x600.jpg,,"Card tích hợp, - AMD Radeon 840M Graphics",16 GB,LPDDR5X (Onboard),Không hỗ trợ nâng cấp,"512 GB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280))","14""",OLED,WUXGA (1920 x 1200) - OLED,100% DCI-P3,60Hz,"LED Backlit, 400 nits","1 x USB 3.2, Jack tai nghe 3.5 mm, 1 x USB 3.2 Gen 2 Type-C (Hỗ trợ DisplayPort và Power Delivery), HDMI 2.1, 1 x USB 4.0 Gen 3 Type-C (Hỗ trợ DisplayPort và Power Delivery)","FHD Webcam, IR camera","4-cell Li-ion, 75 Wh",Dài 312.4 mm - Rộng 220.1 mm - Dày 14.9 mm - 1.2 kg,Vỏ kim loại,2026
339685,https://www.thegioididong.com/laptop/asus-tuf-gaming-f16-fx608jmr-i7-rv048w,Asus TUF Gaming F16 FX608JMR i7 14650HX (RV048W),38.890.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/339685/asus-tuf-gaming-f16-fx608jmr-i7-rv048w-638895762508534785-600x600.jpg,,"Card rời, - NVIDIA GeForce RTX 5060, 8 GB",16 GB,DDR5 (1 khe 16 GB + 1 khe rời),64 GB,1 TB SSD NVMe PCIe Gen 4,"16""",IPS,WUXGA (1920 x 1200),"100% sRGB, 75.35% Adobe RGB, 72% NTSC",165 Hz,"G-Sync, Chống chói Anti Glare, 300 nits","Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, 1 x Thunderbolt 4 (hỗ trợ DisplayPort / G-SYNC), LAN (RJ45), 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)","Full HD Webcam, Camera IR","4-cell Li-ion, 90 Wh",Dài 354 mm - Rộng 269 mm - Dày 27.3 mm - 2.2 kg,Vỏ nhựa,2025
351622,https://www.thegioididong.com/laptop/asus-vivobook-s16-s3607ca-ultra-5-225h-sh082ws,Asus Vivobook S16 S3607CA Ultra 5 225H (SH082WS),22.590.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/351622/asus-vivobook-s16-s3607ca-ultra-5-225h-sh082ws-thumb-2-638938769228488042-600x600.jpg,,"Card tích hợp, - Intel Arc Graphics",16 GB,DDR5 (1 khe 16 GB + 1 khe rời),32 GB,"512 GB SSD M.2 NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280))","16""",OLED,Full HD (1920 x 1080) OLED,95% DCI-P3,60Hz,"Glossy Display, Thời gian phản hồi 0.2 ms, 70% Less harmful blue light, 300 nits, 500 nits (Khi bật HDR), 1.07 tỷ màu","2 x USB 3.2, Jack tai nghe 3.5 mm, 2 x USB 3.2 Gen 1 Type-C (hỗ trợ Power Delivery), HDMI 1.4","Full HD Webcam, Camera IR","4-cell Li-ion, 70 Wh",Dài 357 mm - Rộng 250.6 mm - Dày 17.9 mm - 1.7 kg,Vỏ nhôm,2025
351618,https://www.thegioididong.com/laptop/asus-vivobook-s14-m3407ka-r7-ai-350-sf032ws,Asus Vivobook S14 M3407KA R7 AI 350 (SF032WS),24.390.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/351618/asus-vivobook-s14-m3407ka-r7-ai-350-sf032ws-thumb-638938749116207434-600x600.jpg,,"Card tích hợp, - AMD Radeon Graphics",32 GB,DDR5 (1 khe 16 GB + 1 khe 16 GB),32 GB,"512 GB SSD M.2 NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""",OLED,WUXGA (1920 x 1200) - OLED,95% DCI-P3,60Hz,"Glossy Display, Thời gian phản hồi 0.2 ms, 300 nits, 1.07 tỷ màu","2 x USB 3.2, Jack tai nghe 3.5 mm, 2 x USB 3.2 Gen 1 Type-C (hỗ trợ Power Delivery), HDMI 2.1","Full HD Webcam, Camera IR","4-cell Li-ion, 70 Wh",Dài 315.2 mm - Rộng 223.4 mm - Dày 18.6 mm - 1.4 kg,Vỏ nhôm,2025
351620,https://www.thegioididong.com/laptop/asus-vivobook-s16-s3607ca-ultra-7-255h-sh083ws,Asus Vivobook S16 S3607CA Ultra 7 255H (SH083WS),26.590.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/351620/asus-vivobook-s16-s3607ca-ultra-7-255h-sh083ws-thumb-2-638938768454293313-600x600.jpg,,"Card tích hợp, - Intel Arc Graphics",16 GB,DDR5 (1 khe 16 GB + 1 khe rời),32 GB,"512 GB SSD M.2 NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280))","16""",OLED,Full HD (1920 x 1080) OLED,95% DCI-P3,60Hz,"Glossy Display, Thời gian phản hồi 0.2 ms, 70% Less harmful blue light, 300 nits, 500 nits (Khi bật HDR), 1.07 tỷ màu","2 x USB 3.2, Jack tai nghe 3.5 mm, 2 x USB 3.2 Gen 1 Type-C (hỗ trợ Power Delivery), HDMI 1.4","Full HD Webcam, Camera IR","4-cell Li-ion, 70 Wh",Dài 357 mm - Rộng 250.6 mm - Dày 17.9 mm - 1.7 kg,Vỏ nhôm,2025
359251,https://www.thegioididong.com/laptop/asus-tuf-gaming-f16-fx607vjb-core-5-210h-rl151w,Asus TUF Gaming F16 FX607VJB Core 5 210H (RL151W),22.890.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/359251/asus-tuf-gaming-f16-fx607vjb-core-5-210h-rl151w-thumb-638996690687519266-600x600.jpg,,"Card rời, - NVIDIA GeForce RTX 3050, 6 GB",16 GB,DDR5 (1 khe 16 GB onboard + 1 khe rời),64 GB,"512 GB SSD M.2 NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4.0 mở rộng (nâng cấp tối đa 2 TB)","16""",IPS,WUXGA (1920 x 1200),45% NTSC,144Hz,"Chống chói Anti Glare, 300 nits, 3ms","Jack tai nghe 3.5 mm, LAN (RJ45), HDMI 2.1, 2 x USB 3.2, 1 x USB-C 3.2 Gen 2 (hỗ trợ DisplayPort, Power Delivery)",HD webcam,"4-cell, 56Wh",Dài 354 mm - Rộng 251 mm - Dày 26.7 mm - 2.2 kg,Vỏ nhựa - nắp lưng bằng kim loại,2025
362626,https://www.thegioididong.com/laptop/asus-zenbook-14-um3406ga-r7-ai-445-qd073ws,Asus Zenbook 14 UM3406GA R7 AI 445 (QD073WS),35.690.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/362626/asus-zenbook-14-um3406ga-r7-ai-445-qd073ws-thumb-639057631525660749-600x600.jpg,,"Card tích hợp, - AMD Radeon 840M",32 GB,LPDDR5X (Onboard),Không hỗ trợ nâng cấp,1 TB SSD M.2 NVMe PCIe 4.0,"14""",OLED,WUXGA (1920 x 1200) - OLED,100% DCI-P3,60Hz,"LED Backlit, 400 nits","1 x USB 3.2, Jack tai nghe 3.5 mm, 1 x USB 3.2 Gen 2 Type-C (Hỗ trợ DisplayPort và Power Delivery), HDMI 2.1, 1 x USB 4.0 Gen 3 Type-C (Hỗ trợ DisplayPort và Power Delivery)","FHD Webcam, IR camera","4-cell Li-ion, 75 Wh",Dài 312.4 mm - Rộng 220.1 mm - Dày 14.9 mm - 1.2 kg,Vỏ kim loại,2026
334797,https://www.thegioididong.com/laptop/asus-zenbook-14-ux3405ca-ultra-7-pz368ws,Asus Zenbook 14 UX3405CA Ultra 7 255H (PZ368WS),32.290.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334797/asus-zenbook-14-ux3405ca-ultra-7-pz368ws-638774633211655181-600x600.jpg,,"Card tích hợp, - Intel Arc Graphics",16 GB,LPDDR5X (Onboard),Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,"14""",OLED,2.8K (2880 x 1800) - OLED 16:10,100% DCI-P3,120Hz,"Thời gian phản hồi 0.2 ms, Màn hình bảo vệ mắt - EYE CARE, Chuẩn DisplayHDR True Black 500, Low Blue Light, 400 nits, 500 nits (Khi bật HDR), 1.07 tỷ màu","Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, 2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)","Full HD Webcam, Camera IR","4-cell Li-ion, 75 Wh",Dài 312.4 mm - Rộng 220.1 mm - Dày 14.9 mm - 1.28 kg,Vỏ kim loại - Nhôm,2025
305009,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-nj023w,Asus Vivobook 15 X1504VA i7 1355U (NJ023W),18.390.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/305009/asus-vivobook-15-x1504va-nj023w-140225-095856-105-600x600.jpg,,"Card tích hợp, -, Intel Iris Xe Graphics",16 GB,DDR4 (8 GB onboard + 1 khe 8 GB),24 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""",,Full HD (1920 x 1080),,60Hz,Chống chói Anti Glare,"1 x USB 2.0, Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, USB Type-C",HD webcam,"3-cell Li-ion, 42 Wh",Dài 359.7 mm - Rộng 232.5 mm - Dày 17.9 mm - 1.7 kg,Vỏ nhựa,2023
339235,https://www.thegioididong.com/laptop/asus-zenbook-14-um3406ka-r7-ai-350-pp113ws,Asus Zenbook 14 UM3406KA R7 AI 350 (PP113WS),27.090.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/339235/asus-zenbook-14-um3406ka-r7-ai-350-pp113ws-090625-110835-110-600x600.jpg,,"Card tích hợp, - AMD Radeon Graphics",16 GB,LPDDR5X (Onboard),Không hỗ trợ nâng cấp,512 GB SSD NVMe M.2 PCIe Gen 4.0,"14""",,2.8K (2880 x 1800) - OLED 16:10,100% DCI-P3,120Hz,"Thời gian phản hồi 0.2 ms, Màn hình bảo vệ mắt - EYE CARE, Chuẩn DisplayHDR True Black 600, LED Backlit, 400 nits, 600 nits (Khi bật HDR), 1.07 tỷ màu","Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, 1 x USB Type-C USB 4 (hỗ trợ DisplayPort và Power Delivery), 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)","Full HD Webcam, Camera IR","4-cell Li-ion, 75 Wh",Dài 312.4 mm - Rộng 220.1 mm - Dày 14.9 mm - 1.2 kg,Vỏ kim loại - Nhôm,2025
342751,https://www.thegioididong.com/laptop/asus-zenbook-ux3405ca-ultra-7-255h-pz188ws,Asus Zenbook UX3405CA Ultra 7 255H (PZ188WS),34.190.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/342751/asus-zenbook-ux3405ca-ultra-7-255h-pz188ws-thumb-638920723709382557-600x600.jpg,,"Card tích hợp, - Intel Arc Graphics",32 GB,LPDDR5X (Onboard),32 GB,"1 TB SSD M.2 NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","14""",OLED,3K (2880 x 1800) OLED,100% DCI-P3,120Hz,"Glossy Display, 400 nits, 500 nits (Khi bật HDR)","1 x USB 3.2, Jack tai nghe 3.5 mm, HDMI 2.1, 2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)","Full HD Webcam, Camera IR","4-cell Li-ion, 75 Wh",Dài 312.4 mm - Rộng 220.1 mm - Dày 14.9 mm - 1.28 kg,Vỏ kim loại,2025
339689,https://www.thegioididong.com/laptop/asus-gaming-v16-v3607vh-core-5-rp024w,Asus Gaming V16 V3607VH Core 5 210H (RP024W),26.390.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/339689/asus-gaming-v16-v3607vh-core-5-rp024w-638900134191689053-600x600.jpg,,"Card rời, - NVIDIA GeForce RTX 5050, 8 GB",16 GB,DDR5 (1 khe RAM),32 GB,512 GB SSD NVMe PCIe,"16""",,WUXGA (1920 x 1200),45% NTSC,144Hz,"Chống chói Anti Glare, LED Backlit, 300 nits","Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)",Full HD Webcam,"3-cell Li-ion, 63 Wh",Dài 357 mm - Rộng 250.7 mm - Dày 22 mm - 1.95 kg,Vỏ nhựa,2025
342759,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-i3-1315u-bq3394w,Asus Vivobook 15 X1504VA i3 1315U (BQ3394W),14.990.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/342759/asus-vivobook-15-x1504va-i3-1315u-bq3394w-thumb-638920694459619579-600x600.jpg,,"Card tích hợp, -, Intel UHD Graphics",8 GB,DDR4 (Onboard),8 GB,512 GB SSD PCIe M.2 (2280),"15.6""",IPS,Full HD (1920 x 1080),45% NTSC,60Hz,"Chống chói Anti Glare, 250 nits","2 x USB 3.2, 1 x USB 2.0, Jack tai nghe 3.5 mm, 1 x USB 3.2 Gen 1 Type-C, HDMI 1.4",HD 720p with Privacy Shutter,"3-cell Li-ion, 42 Wh",Dài 359.7 mm - Rộng 232.5 mm - Dày 17.9 mm - 1.7 kg,Vỏ nhựa,2025
360418,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-core-5-120u-bq185w,Asus Vivobook 15 X1504VA Core 5 120U (BQ185W),18.490.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/360418/asus-vivobook-15-x1504va-core-5-120u-bq185w-thumb-639017420847213436-600x600.jpg,,"Card tích hợp, - Intel Graphics",16 GB,DDR4 (8 GB onboard + 1 khe 8 GB),24 GB,"512 GB SSD M.2 NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""",IPS,Full HD (1920 x 1080),45% NTSC,60Hz,"Chống chói Anti Glare, LED Backlit, 250 nits","2 x USB 3.2, 1 x USB 2.0, Jack tai nghe 3.5 mm, 1 x USB 3.2 Gen 1 Type-C, HDMI 1.4",HD webcam,"3-cell Li-ion, 42 Wh",Dài 359.7 mm - Rộng 232.5 mm - Dày 17.9 mm - 1.7 kg,Vỏ nhựa,2025
360417,https://www.thegioididong.com/laptop/asus-vivobook-14-x1404va-core-5-120u-eb260w,Asus Vivobook 14 X1404VA Core 5 120U (EB260W),19.790.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/360417/asus-vivobook-14-x1404va-core-5-120u-eb260w-thumb-2-639034834675227961-600x600.jpg,,"Card tích hợp, - Intel Graphics",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),24 GB,"512 GB SSD M.2 NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""",IPS,Full HD (1920 x 1080),45% NTSC,60Hz,"Chống chói Anti Glare, LED Backlit","2 x USB 3.2, 1 x USB 2.0, Jack tai nghe 3.5 mm, 1 x USB 3.2 Gen 1 Type-C, HDMI 1.4",HD 720p with Privacy Shutter,"3-cell Li-ion, 42 Wh",Dài 324.9 mm - Rộng 213.9 mm - Dày 17.9 mm - 1.4 kg,Vỏ nhựa,2025
364183,https://www.thegioididong.com/laptop/asus-vivobook-go-14-e1404fa-r5-40-eb945w,"Asus VivoBook Go 14 E1404FA R5 40 (EB945W)
                Mẫu mới",17.290.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/364183/asus-vivobook-go-14-e1404fa-r5-40-eb945w-thumb-639100815319549619-600x600.jpg,,"Card tích hợp, - AMD Radeon Graphics",16 GB,LPDDR5 (Onboard),16 GB,"512 GB SSD M.2 NVMe PCIe 3.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""",IPS,Full HD (1920 x 1080),45% NTSC,60Hz,"Chống chói Anti Glare, LED Backlit, 250 nits","1 x USB 2.0, Jack tai nghe 3.5 mm, 1 x USB-A (USB 5Gbps/USB 3.2 Gen 1), 1 x USB 3.2 Gen 1 Type-C, HDMI 1.4",HD webcam,3-cell Li-ion - 42 WHrs,Dài 325.5 mm - Rộng 213.9 mm - Dày 17.9 mm - 1.38 kg,Vỏ nhựa,2026
